path	bytes	sha256
results/14C_real_stress_anomalies/14C0_eligible_temporal_cells.csv	1127	ac9d6427fe10d53d90919b8cbe95c02cde62191c289a09d0da76b39fb4b5066e
results/14C_real_stress_anomalies/14C0_run_status.json	594	e14df1e7bcce1b3a31d06829f52ea9bbfa2674519ee9b3b2879ad955b7a0f459
results/14C_real_stress_anomalies/14C1_baseline_parameters.csv	6727	9c2e0c667d63c70ac931bbdeec73bed67a19bb02d8302cc1308d7a4eec1e5957
results/14C_real_stress_anomalies/14C1_run_status.json	833	3758e7976274d6407d0dede1bd0b28e27177b07cff92ae418473be0591919da0
results/14C_temporal_stress_join/14C_H3_model_input_complete_cases.csv	23594	188cd31b719c3a922e65617cd75b945a2f0e63ff9ed626c15cc8bdee8ab1ad90
results/14C_temporal_stress_join/14C_predictor_coverage_by_pair.csv	12348	d1cdc5223bb1c3f9ce6fca951e66cdf282f652e5e197f3b351ff077a551d900c
results/14C_temporal_stress_join/14C_run_status.json	856	1d73e533e7a0d33acb7c30e92b4019d39b50ca1f927b6075d914b42b1b94e8d9
results/14D_recent_stress_tracking_test/14D_README.txt	730	36c8a3a30110318d80a1fb172147f1d4ebcb451cf8f8163432f05faabef1648d
results/14D_recent_stress_tracking_test/14D_conclusion_summary.csv	498	de393e15cb70757ffe13de1f9a9bff42151e43f7c710e28991a34c1ecd40b59c
results/14D_recent_stress_tracking_test/14D_primary_model_coefficients.csv	811	46118e5d63e1d109ccb07f90ce3ed626b9d0b04dd1f37f75dab3a599fbdea072
results/14D_recent_stress_tracking_test/14D_primary_model_summary.csv	853	940651c281b041ce81d7222a6faec721fdfb902fa88304d6c6ff84e9d9f88ded
results/14D_recent_stress_tracking_test/14D_primary_partial_effect.png	173243	f87e1ea12b8482fcf13d07b31b151d075e00f2ddf84dd065fc58df3ca111c655
results/14D_recent_stress_tracking_test/14D_primary_partial_effect.svg	64367	c90c76cbe9df859dd31ee37c6ab84165a67f8614ebcdabcdff27c3bc3cca5354
results/14D_recent_stress_tracking_test/14D_run_status.json	1603	6b4a76372c91b442ac257c7eb1dee36b716af31ce8b404302287eb44c1c25d70
results/14D_recent_stress_tracking_test/14D_sensitivity_models.csv	1390	94dca4f1328c13fed418f628ca84675e6edd49d5a974c92ab4377349bb7f622c
results/14E0_ecostress_coverage_audit/14E0_README.txt	295	d980a4dfaeea16f9a8b19e34dda9e78bb9344ff9d4d16da53a890d7985210788
results/14E0_ecostress_coverage_audit/14E0_ecostress_scene_coverage_by_cell.csv	387	f276ccf05b4302ca6b951d6c29e4780ed895ff2a8b0ee39d93ae784b438f7aff
results/14E0_ecostress_coverage_audit/14E0_run_status.json	539	a9ff82401b3754628fbdff413ee2055dc7bbf32309f72fc8168cd317b6e0837e
results/14E_extended_stress_anomalies/14E1_baseline_parameters.csv	33143	a99fd88e32ba5877ad1878a11edbbc8c4403a0daf7a2325cd4dd2d87d64568bd
results/14E_extended_stress_anomalies/14E1_run_status.json	874	2e36b98206906a88e49f2e22da44cfd9cd5c8e20e90553cae6f369d5abb8d4d4
results/14E_extended_stress_join/14E2_H3_extended_model_input_primary_complete.csv	56691	20e453f9cb06fa58417068b621d9a3e91d1a7dfca75fee2aece46cb8258ffd0e
results/14E_extended_stress_join/14E2_predictor_coverage_by_pair.csv	18873	3c7d9715efdeaa49a80d756b856610b1a21ceae4dc7e3ba9ed9b75ae9efe674e
results/14E_extended_stress_join/14E2_run_status.json	1012	4a6943932b881a463dc569aab3ea4620f8bd6f4f4c94d3fcb94fedd0a7ca67a1
results/14F_extended_stress_sensitivity/14F_README.txt	797	cc911edf24246e2b4a62f8ba92b5209e818d5927efc1e9ea643396567fe46e24
results/14F_extended_stress_sensitivity/14F_extended_model_results.csv	11595	e929d15e714ccfc833e4238dcdcfac9c14f6fbc5fadfccee40ea736731dde74d
results/14F_extended_stress_sensitivity/14F_extended_stress_forest.png	250402	ab9f84c0b54667aa5aff1228ec5bb588d82a203c6c24b6fca297d77761af315a
results/14F_extended_stress_sensitivity/14F_extended_stress_forest.svg	78498	578d93b020f756c080fe16196fff73152a52713aff14996c133d56dd08a87a16
results/14F_extended_stress_sensitivity/14F_leave_one_cell_out.csv	18668	2b79e8ee9b04bc1d54625c5b0c0b932f29055761466d0bb632f9f902e9d485e2
results/14F_extended_stress_sensitivity/14F_primary_leave_one_cell_out.png	171775	98a5acaba48f7698de5bed1c0b82c948fba8a7754d09b2fede7b767725a10414
results/14F_extended_stress_sensitivity/14F_primary_leave_one_cell_out.svg	57729	3fc4975df2ddc3a74ee3eb77a8f3f80ffb7b95268c12400c3c7e8c2a7add4948
results/14F_extended_stress_sensitivity/14F_run_status.json	2183	232f041cc7d7e036f2d590af7f9612a3ddb44ca5101aa464d1d8f5796997adf3
results/14G_sampling_continuity_sensitivity/14G_README.txt	523	a962b0efad64d148a5574096a6a86da5901d259471e1ce5f370d5f065d821adc
results/14G_sampling_continuity_sensitivity/14G_run_status.json	1499	5a42c8ac06495b7ff8acb72cca139ae6ee8fa31205bfb4283b8c787bbecabbf8
results/14G_sampling_continuity_sensitivity/14G_sampling_continuity_coverage.csv	4274	8bb042677b98328f5c89a0bb81ff880259429f5d11fd45268764ed237a70ed86
results/14G_sampling_continuity_sensitivity/14G_sampling_continuity_models.csv	615	5c2221ab963c8241d702fadda2171632fdcf93eb9b53bfb6de1d6fdf63603be7
results/14G_sampling_continuity_sensitivity/14G_sampling_continuity_turnover.csv	7747	dcccbaed22dd377e60b04fce24762473700f5ca65b7f9752925ff5ff4d69aac0
results/14H_trait_threshold_temporal_sensitivity/14H_README.txt	529	0afd900aa13845ea3803346c023839cfff845d9bb8894cbf99e7c374fa24c140
results/14H_trait_threshold_temporal_sensitivity/14H_run_status.json	1371	d99f1e64ccda99533c59359a2eaa19bd5c013f81066e9f11906f8dd66e7c18d2
results/14H_trait_threshold_temporal_sensitivity/14H_trait_threshold_cell_period_coverage.csv	168044	c3c86138b2f9bb05f834b946ad880a1cf73cd4618c3769d083c0dae92c33d3f8
results/14H_trait_threshold_temporal_sensitivity/14H_trait_threshold_models.csv	517	cbe0f1f925c2e25584d3487ab18f9cc0c5807f35d5b5468f55600ce813a6a7ac
results/14H_trait_threshold_temporal_sensitivity/14H_trait_threshold_turnover.csv	7306	6a4f34ca1e049b72a652125c96cfbf079651406e0838adb2a3eb1f4cc595fdc0
results/14I_H3_evidence_synthesis/14I_H3_evidence_synthesis.png	178960	e167c7d58a0db174c22b869a5e7315fc651b44a6eb8642e75034715235e6d97f
results/14I_H3_evidence_synthesis/14I_H3_evidence_synthesis.svg	64673	94db3d7ad24b28e05d0a67a632098e2e1cb3bb4f63b300d2e580582c9202d79f
results/14I_H3_evidence_synthesis/14I_H3_evidence_table.csv	1908	4195a062525a93afd00f77474ccc1f5f5f89a0e53e1f9395ead19c1cb38798f0
results/14I_H3_evidence_synthesis/14I_README.txt	809	316da11e5a47ce42475ed4c8606feb4ac43127f731479b7a47b34e0e4e7097de
results/14I_H3_evidence_synthesis/14I_conclusion_summary.csv	716	abf6bfe0667a268cb388c28ce9f65499b8b3af23d70951ed15122c0d9073d6ec
results/14I_H3_evidence_synthesis/14I_run_status.json	524	7f26cdeda72c47b44896a951aac34d55473ea9ddf227488eb9fa64d7f9dc4959
